seq_idx,activity,cos_dist_from_wt,source
0,40.68871,5.110620233683694e-05,WT
1,42.290382,0.001645172518421112,eQTL_LCL
2,40.68871,5.110621108328495e-05,eQTL_LCL
3,40.68871,5.110620871262572e-05,eQTL_LCL
4,41.4138,0.0005043850505793701,eQTL_LCL
5,31.508217,0.08353454492400936,random_mutagenesis
6,34.012516,0.020167302229422535,random_mutagenesis
7,40.019547,0.002085920000143515,random_mutagenesis
8,43.638943,0.008350715580622947,random_mutagenesis
9,43.469803,0.003108438077987108,random_mutagenesis
10,40.060432,0.003451108906394773,random_mutagenesis
11,36.50395,0.03720569607565416,random_mutagenesis
12,38.49387,0.01647981052614711,random_mutagenesis
13,40.43947,0.003633906651597907,random_mutagenesis
14,40.03502,0.011412841359535353,random_mutagenesis
15,29.061794,0.09351600273823546,random_mutagenesis
16,22.318638,0.20495888385441519,random_mutagenesis
17,38.876328,0.004149904951359473,random_mutagenesis
18,38.37297,0.007317740381684534,random_mutagenesis
19,38.63372,0.07921988430920479,random_mutagenesis
20,43.447365,0.008994098257984806,random_mutagenesis
21,44.49748,0.011628637318953472,random_mutagenesis
22,42.219982,0.005831815140049934,random_mutagenesis
23,41.045963,0.001161422480234986,random_mutagenesis
24,39.99089,0.00034227146608856174,random_mutagenesis
25,36.374023,0.04060133592343229,random_mutagenesis
26,39.787003,0.008350869574061726,random_mutagenesis
27,42.09727,0.004814377990926322,random_mutagenesis
28,19.559261,0.24284069114697227,random_mutagenesis
29,48.31188,0.02041551204816927,random_mutagenesis
30,40.684658,0.00045024861570297503,random_mutagenesis
31,29.648865,0.09112340772197336,random_mutagenesis
32,32.641327,0.0778428850165559,random_mutagenesis
33,34.870564,0.014026294829830088,random_mutagenesis
34,41.823704,0.00079485559718806,random_mutagenesis
35,36.70665,0.022932534996330634,random_mutagenesis
36,39.490417,0.003261459114168641,random_mutagenesis
37,35.936455,0.01934448365964825,random_mutagenesis
38,44.892788,0.005854514565767133,random_mutagenesis
39,42.074387,0.0030151380949852147,random_mutagenesis
40,40.592392,0.00647469842471593,random_mutagenesis
41,24.981236,0.24334664118332783,random_mutagenesis
42,38.78688,0.005874692265778303,random_mutagenesis
43,40.93295,0.0051785140718259015,random_mutagenesis
44,41.235302,0.0019544804965618834,random_mutagenesis
